pizza,egg-tomato,bean,Fish in oil,coca_cola,humberger,franch_frise,dessert,family_portrait_package,dumplings,business volume
496,503,433,102,597,575,540,665,56,9,37434
231,529,235,38,495,682,783,526,71,28,31729
195,602,586,118,618,828,797,542,57,16,37603
430,603,660,51,729,859,760,708,88,15,42248
186,522,462,148,552,823,864,578,40,30,37507
346,999,515,63,565,701,557,623,4,15,35433
476,940,608,144,578,539,586,694,68,29,44928
425,500,638,146,490,541,637,709,59,30,40596
461,763,694,139,737,916,837,761,6,19,44898
445,725,256,82,683,823,884,737,59,30,42221
461,973,475,79,810,918,1010,718,22,26,44755
436,511,340,97,479,456,486,594,60,15,34093
319,585,589,125,554,562,546,567,3,5,32896
198,665,411,38,714,934,1030,568,60,11,36394
178,885,616,108,333,459,546,376,76,20,33926
399,628,385,71,648,705,738,631,51,13,37081
216,527,650,30,524,590,492,451,93,15,31049
152,920,230,96,527,765,708,581,4,21,32945
179,661,655,64,434,616,490,500,75,9,32293
438,718,214,147,646,751,834,776,80,9,44859
214,978,585,105,527,619,603,500,65,9,37247
288,714,617,85,476,626,596,568,7,22,33052
329,992,264,54,647,796,687,621,35,18,37018
440,538,358,78,456,499,421,550,15,19,30512
167,479,543,133,562,726,741,617,67,11,36626
401,658,595,73,466,461,366,507,45,10,32330
195,906,535,123,662,978,988,630,20,14,41009
395,468,589,88,482,492,621,600,67,18,35598
358,601,487,99,755,920,975,710,79,25,44030
153,592,201,138,392,517,639,451,80,29,32866
487,537,376,39,721,742,647,641,38,11,35408
409,746,234,34,534,529,429,587,94,29,34845
440,643,685,87,692,812,870,762,30,24,42120
307,748,667,118,736,902,919,723,21,6,41892
392,676,206,41,694,822,756,628,26,12,34671
163,451,637,112,599,916,901,632,6,14,34967
389,770,390,126,734,948,939,745,90,9,47018
466,655,301,117,739,902,791,844,68,28,45473
143,734,577,41,435,642,765,382,49,25,30523
214,470,246,143,390,435,370,419,22,21,27145
108,601,344,80,665,932,815,586,72,9,35454
477,691,593,30,613,674,638,602,74,20,38275
210,405,530,116,403,550,644,458,56,26,31765
210,851,281,25,619,749,867,450,8,26,30508
464,533,407,141,793,967,1053,853,35,26,46384
247,913,223,116,458,557,574,564,97,28,38139
356,533,645,21,640,758,681,590,62,30,35452
123,542,411,34,464,568,654,389,89,6,28284
157,945,522,116,423,442,352,443,6,8,29230
324,557,574,34,676,909,783,637,27,11,35060
422,804,349,110,671,787,643,749,56,20,42155
372,981,682,34,614,766,690,556,49,24,38810
339,435,244,27,678,836,741,604,4,30,30474
327,668,546,145,484,537,479,607,47,15,36820
212,847,686,120,496,653,560,497,30,27,35698
385,940,628,28,564,613,492,582,94,29,38743
366,615,464,67,533,553,456,583,11,6,30593
438,931,213,21,680,845,803,676,29,5,37388
261,565,424,97,496,644,580,515,65,9,33577
301,855,544,97,627,693,790,543,58,18,39228
120,712,280,31,570,759,732,497,90,14,32302
302,430,650,25,486,579,637,453,10,5,26933
263,561,639,73,430,504,560,435,73,30,32545
113,733,643,142,494,727,588,523,25,22,34581
108,573,666,51,575,881,986,530,27,15,32938
164,817,679,23,449,590,683,442,41,14,30205
251,836,404,136,448,557,599,602,7,27,34639
361,808,634,68,758,975,954,745,31,9,42441
385,869,687,143,822,983,835,853,27,19,47601
147,946,493,139,735,974,1018,660,92,30,46430
492,704,549,46,694,692,578,641,26,30,37009
159,657,439,136,439,627,653,572,38,28,34316
284,877,640,46,424,519,455,458,8,13,29602
141,467,458,38,675,945,900,552,81,7,34312
137,672,524,82,558,764,708,552,8,23,31662
269,584,211,38,748,913,745,611,83,24,36197
160,644,278,46,695,981,826,537,39,25,33277
264,510,344,121,694,921,864,701,70,7,40191
446,759,533,71,606,567,616,612,92,15,39996
177,551,573,52,555,692,704,497,95,24,34177
113,425,667,112,670,974,811,624,28,21,35637
343,546,594,91,498,601,479,618,3,25,32232
354,513,572,130,558,647,591,599,48,29,37488
263,419,693,49,430,469,449,433,28,18,26710
245,872,611,45,670,900,764,587,27,23,36728
306,713,545,123,606,739,748,693,45,21,40182
158,430,301,76,696,971,948,543,82,19,36045
485,563,548,101,577,559,452,601,95,10,39230
480,405,389,108,703,786,813,755,59,7,40909
300,583,319,49,514,600,642,524,53,14,31278
304,737,251,53,561,662,775,505,23,11,31766
322,953,253,107,649,872,766,722,90,16,44085
268,776,630,137,531,723,844,562,14,14,38099
159,879,271,92,494,673,575,478,43,7,32032
432,701,445,83,657,660,752,688,21,20,37829
442,867,231,126,653,750,638,702,35,29,41319
436,868,617,103,756,850,779,691,88,12,46458
467,566,602,100,593,634,612,667,52,11,38937
451,641,297,146,612,703,812,733,53,18,42503
387,468,590,77,518,626,563,628,56,11,35125
399,599,373,136,818,967,835,791,4,15,41572
251,643,317,79,516,563,572,492,39,12,30500
254,794,628,128,485,617,645,538,22,22,36000
306,433,453,41,408,438,487,391,8,22,24388
128,897,300,122,372,528,501,401,62,9,31771
424,401,539,144,626,755,772,701,57,7,41057
133,519,354,138,535,776,639,606,51,20,34596
138,692,343,118,550,809,915,515,79,23,37833
382,838,477,65,423,450,354,482,58,10,32761
257,902,659,38,444,523,619,494,16,18,31173
255,871,551,36,758,982,1078,597,22,25,38755
316,940,573,55,633,681,689,582,70,27,39063
319,415,577,114,580,666,609,554,56,16,35428
208,848,415,57,433,468,418,351,44,30,28559
209,541,420,77,517,660,686,451,35,14,30261
109,743,303,61,450,564,502,379,37,7,26288
144,591,617,40,335,434,438,391,12,16,23514
441,912,348,25,796,867,959,731,60,25,42502
433,853,319,142,535,489,396,670,63,26,39816
449,848,614,72,785,907,774,694,46,12,43133
397,845,300,98,840,983,1070,783,90,28,48308
491,407,640,106,757,921,865,837,57,6,44349
243,448,216,104,533,758,749,564,37,6,32348
135,753,336,68,465,680,565,399,24,28,28528
402,468,648,51,496,499,374,532,76,28,33074
180,553,408,124,471,619,694,462,31,7,31275
207,708,372,118,387,504,479,433,72,13,32385
364,476,479,56,576,616,643,547,10,26,30885
230,832,521,136,599,738,742,626,90,5,41871
212,702,623,46,515,705,702,504,88,29,35658
290,481,432,103,716,884,862,686,72,27,40320
120,760,534,107,397,436,576,431,24,5,28911
157,888,403,141,458,539,560,498,52,6,34496
327,926,526,44,582,588,500,552,87,25,37076
219,552,655,22,625,893,896,562,100,26,37642
266,543,364,94,400,472,620,454,23,14,28888
287,611,493,99,673,881,843,664,71,13,40492
441,432,225,140,636,724,722,715,44,19,39057
380,777,204,53,525,480,541,450,71,8,32352
187,864,636,127,726,923,963,627,37,30,42315
351,923,426,82,701,853,749,662,93,29,43892
434,906,444,56,577,529,633,569,58,15,37219
136,967,489,78,358,464,503,425,79,28,32715
183,860,446,111,568,836,890,635,51,7,39257
220,671,570,129,463,597,646,492,28,27,34094
443,930,620,106,535,447,394,579,73,30,39947
480,405,291,43,538,555,519,606,55,8,31925
481,809,589,113,570,483,382,594,23,26,37128
463,562,497,42,547,565,523,630,30,17,33083
446,910,589,126,545,634,690,626,62,16,43118
419,739,463,147,660,799,858,771,80,24,46894
482,775,659,97,738,769,646,718,65,16,43977
244,494,284,56,591,815,672,619,50,29,32993
444,698,267,130,578,512,397,611,27,29,35646
136,958,524,119,640,984,980,656,83,16,44205
458,470,479,21,711,823,824,720,49,22,37488
122,969,217,121,646,970,1042,628,29,20,39634
321,636,654,34,801,973,857,673,37,28,38747
201,976,250,77,663,818,773,553,100,16,39685
401,953,402,31,529,452,356,460,90,30,34621
360,684,628,23,512,498,409,450,13,11,28096
101,499,557,21,405,545,654,313,26,11,23148
344,604,227,22,545,586,602,477,39,5,28643
289,440,268,98,685,814,825,666,87,17,38507
313,853,680,135,796,957,861,763,99,22,49257
461,956,412,143,854,981,824,856,1,27,46832
452,858,601,98,677,759,691,751,4,26,41045
282,674,500,137,650,815,789,642,25,6,38720
249,544,288,143,663,844,776,700,85,20,41025
341,766,396,88,726,935,1019,740,69,27,44205
443,731,372,20,737,773,824,628,18,27,35926
212,823,287,88,408,458,354,480,61,22,30689
324,400,661,37,679,759,646,516,67,10,33592
380,806,375,80,689,769,880,621,51,11,39840
218,988,284,128,593,862,785,597,42,23,39950
294,660,650,59,751,992,1091,620,27,12,39452
363,408,271,98,537,605,593,606,51,24,33592
232,494,636,102,466,584,707,486,76,27,34981
285,584,322,50,534,554,534,429,65,7,29754
248,889,544,106,565,676,561,509,28,11,35148
489,981,337,127,737,821,805,752,15,23,44428
248,471,384,42,653,768,715,573,85,30,34453
444,792,548,65,717,777,850,732,15,20,40121
252,689,644,85,652,859,895,630,50,20,39456
224,526,267,31,678,913,916,571,7,9,30596
198,826,567,135,680,855,858,573,74,17,42176
263,883,520,62,508,527,576,442,30,29,32069
472,860,538,53,739,934,849,800,26,27,43175
251,461,450,52,708,904,894,634,58,11,35882
115,719,496,139,648,928,795,666,88,14,41592
115,950,378,40,634,828,721,520,84,13,35488
160,593,485,81,367,441,577,360,19,6,25740
216,888,639,77,691,970,815,675,46,21,40784
239,454,433,102,571,705,785,504,34,28,33154
158,936,474,130,481,704,580,559,60,15,37434
488,655,520,84,620,672,568,627,58,13,38923
445,571,467,68,503,446,580,605,92,8,36367
419,999,362,30,497,486,592,522,39,10,33654
158,795,543,43,530,688,576,418,24,24,29510
174,415,270,79,728,993,929,661,73,7,36591
214,524,561,144,594,726,780,565,12,11,34896
226,856,356,41,589,726,844,462,60,25,34601
329,445,480,37,678,791,858,593,9,25,32456
398,570,252,80,478,490,454,508,70,5,32263
374,879,322,131,770,987,930,844,42,18,46344
214,838,282,118,430,500,533,497,66,16,33884
389,738,560,140,465,520,587,621,63,26,40014
259,919,647,92,486,614,543,524,0,12,33214
202,986,671,38,445,473,348,401,32,27,29366
355,964,403,109,749,994,1029,729,100,23,49093
223,741,429,49,443,456,523,382,6,30,26320
135,740,483,36,634,887,947,483,47,28,34141
486,567,369,103,736,827,918,775,45,17,42664
278,689,645,129,584,745,778,611,62,15,40488
168,542,565,84,668,953,1027,575,81,26,39500
488,730,456,132,548,533,457,670,68,16,40605
128,423,334,126,471,599,597,526,98,16,33240
384,665,348,133,681,798,694,671,50,24,40904
463,609,447,36,776,921,1011,682,6,14,38087
495,747,233,119,796,903,743,837,74,30,46620
249,521,554,126,732,938,1000,709,26,20,40283
479,476,313,76,753,931,1008,748,92,11,43937
137,668,284,30,630,855,782,472,43,16,30414
213,961,366,48,573,732,611,459,59,13,33771
252,644,542,131,527,565,603,584,68,14,36881
318,803,416,74,676,867,868,641,22,14,38001
158,653,486,85,696,950,966,588,29,10,36235
399,918,496,34,785,907,948,629,81,14,43125
434,460,649,28,712,913,845,654,55,9,38283
219,684,615,60,527,764,872,540,41,20,35051
267,500,273,105,713,958,846,714,49,15,38433
456,519,276,83,777,831,708,721,95,25,41948
481,600,353,47,649,735,597,621,41,30,36027
305,554,275,47,800,983,950,711,46,15,37691
469,714,475,112,797,968,1058,815,23,21,45770
435,401,518,99,523,504,414,544,37,20,32525
306,824,323,141,496,627,690,601,23,13,36880
110,604,661,83,598,925,780,562,84,23,37630
327,916,316,66,691,918,753,703,31,15,39063
431,983,317,70,516,489,623,533,65,21,37482
122,403,210,55,396,468,480,325,36,12,21609
435,857,508,150,468,503,386,609,70,6,40236
159,825,500,49,530,708,658,484,54,28,32968
457,602,668,84,717,824,792,745,49,27,42537
166,451,629,103,352,485,554,421,75,15,30648
285,717,613,59,547,653,538,527,64,14,34559
425,934,213,137,705,807,829,698,76,11,45522
143,961,544,142,391,472,570,490,17,29,33567
107,869,560,100,448,511,412,441,70,23,32387
336,859,439,137,581,677,694,621,96,28,43508
133,704,675,41,650,873,913,524,63,6,35454
258,447,458,115,731,971,851,748,97,16,42577
296,802,403,46,672,767,757,556,53,19,36053
197,447,380,75,480,583,721,480,34,8,28657
265,613,307,59,363,432,546,484,17,18,26806
285,859,301,108,631,864,919,695,0,5,38062
377,704,259,74,762,935,883,745,55,17,41174
238,812,489,69,424,513,601,497,82,30,34681
245,707,663,33,604,862,966,603,95,26,40067
161,755,515,142,480,549,482,508,38,26,33633
154,633,644,96,375,444,379,345,17,7,26060
386,550,433,63,775,904,846,714,70,29,40960
153,425,662,121,396,432,325,458,59,15,29049
138,655,423,120,467,669,618,494,78,22,34719
115,408,546,34,431,497,472,355,21,30,22491
177,687,245,134,524,600,606,564,72,22,35268
388,644,489,36,755,891,809,705,86,5,40576
291,949,528,32,399,436,356,372,99,20,32464
268,739,588,146,738,913,847,652,13,30,41273
408,661,511,38,784,999,938,729,94,14,43794
386,535,208,71,658,674,633,555,93,13,36116
172,406,591,49,597,857,816,546,20,29,31135
453,894,400,117,472,486,597,654,3,17,36819
413,870,219,79,656,798,878,666,37,18,39955
428,811,476,147,594,735,710,728,99,12,46460
407,611,372,30,634,707,638,538,44,10,33104
485,852,257,123,698,870,932,736,17,6,43207
238,925,549,133,524,721,576,614,50,27,39598
309,740,326,91,602,730,810,550,43,20,36630
263,795,587,116,666,880,942,608,5,30,39510
249,461,582,37,549,644,780,501,44,21,31004
476,860,325,21,825,943,834,667,59,13,41139
112,552,537,27,490,729,769,371,82,28,30461
413,566,575,105,544,609,659,602,45,22,37440
126,695,304,25,480,725,792,465,63,21,30275
167,603,253,43,612,881,981,528,49,16,33004
478,589,250,76,665,792,861,679,28,22,38309
394,963,583,92,741,819,921,680,6,25,42024
322,968,561,48,727,912,896,625,25,22,39818
496,558,432,93,716,760,615,678,33,20,38681
229,905,547,31,688,978,824,571,84,12,39589
287,831,206,142,473,504,534,587,66,23,36889
398,635,557,108,568,597,554,604,72,25,38843
340,942,239,143,619,766,736,746,39,24,42319
373,933,206,63,482,464,481,456,87,25,34835
205,455,456,112,527,575,468,513,99,13,33698
398,708,643,122,805,964,876,772,33,30,45262
182,410,251,150,666,897,964,595,70,22,38724
183,755,434,87,431,499,610,415,95,17,33469
214,605,584,73,621,825,824,570,89,27,38482
463,624,511,124,511,559,509,688,54,19,39135
442,459,372,132,630,755,840,769,86,29,43836
235,843,361,93,546,736,843,521,16,14,34651
331,805,449,133,580,594,578,627,72,17,39940
374,894,268,71,753,852,945,632,32,24,40062
200,912,406,28,387,530,443,348,27,24,26857
228,953,468,33,450,584,714,495,65,27,34094
154,955,219,32,441,503,527,374,3,22,25043
163,786,483,33,586,831,681,552,54,7,33149
388,1000,469,37,462,517,475,461,86,10,35573
437,507,538,47,641,791,909,606,31,14,36594
425,905,605,46,550,490,403,590,65,18,36400
332,450,641,107,572,582,565,611,48,5,34819
417,920,218,143,651,707,786,682,47,26,43058
225,632,643,60,496,688,725,496,94,9,35673
281,839,610,111,458,535,599,579,0,21,34084
143,508,203,135,424,482,551,391,8,10,25915
129,590,301,72,678,966,800,545,61,26,34738
462,760,547,147,658,622,483,651,87,30,44012
129,664,387,70,481,684,598,439,3,11,27034
105,888,568,115,482,611,491,510,94,27,36698
357,660,337,56,615,767,823,660,25,30,35912
245,923,281,23,548,750,719,493,78,19,34712
383,756,686,113,629,809,784,667,23,28,41378
262,572,283,69,404,507,565,436,66,5,29510
399,793,279,23,606,744,702,577,42,28,35015
392,561,235,33,603,703,662,614,90,20,35670
247,569,288,129,407,466,554,452,60,19,31860
198,617,540,118,391,523,503,430,95,13,33955
296,883,606,30,656,861,912,540,93,7,40348
451,557,428,90,822,998,906,816,99,28,47013
229,594,669,61,539,645,776,527,83,15,35584
389,926,685,102,726,871,745,691,88,24,46713
166,624,293,114,499,743,779,558,31,16,33291
315,732,255,49,556,582,464,492,28,6,29305
327,939,308,85,678,904,1006,721,88,13,44871
205,461,318,83,616,818,674,535,59,21,33087
448,729,416,31,544,585,615,575,42,23,34297
164,985,604,102,476,671,650,487,83,24,38355
366,425,527,68,772,980,840,710,77,10,40657
248,413,469,143,603,676,536,567,33,21,33754
228,453,270,53,619,908,753,626,13,12,30872
264,609,562,77,466,440,474,486,62,29,31726
303,704,460,92,774,998,954,749,16,30,40937
464,919,295,95,767,841,934,706,27,13,42857
124,529,418,28,407,430,507,273,67,27,24114
171,971,306,102,521,783,809,592,84,17,39636
472,706,580,127,643,659,694,735,50,26,43053
167,653,407,96,423,584,460,408,0,11,26600
349,814,655,87,504,567,466,619,59,6,37000
347,425,618,67,756,901,854,639,90,12,40367
335,728,560,134,457,534,625,627,77,27,40057
404,745,303,91,786,916,935,680,15,30,40550
489,753,527,76,577,522,480,605,30,9,35730
377,880,658,36,580,557,701,527,89,6,38056
108,969,598,58,345,470,354,365,5,7,25564
171,866,322,104,484,604,647,433,72,26,34605
201,563,409,104,406,451,537,489,69,9,30994
327,806,384,107,763,975,944,694,5,25,40821
205,855,599,148,579,745,870,654,37,16,40892
489,646,586,41,649,619,584,656,44,24,36870
344,867,447,91,755,925,906,752,90,9,45603
388,862,621,62,464,495,638,482,46,17,35277
369,514,517,39,553,709,559,530,11,20,30481
463,692,490,26,678,829,761,649,82,29,40591
364,702,468,23,566,701,737,607,28,7,33375
380,895,476,144,709,811,827,683,11,25,42679
473,729,272,44,681,830,757,716,95,21,41941
389,949,615,21,613,722,694,565,78,27,39461
305,949,247,99,725,980,1021,664,2,10,40064
341,859,390,104,717,902,968,705,12,26,41390
134,827,252,135,578,776,642,518,7,12,32913
298,805,489,124,536,599,467,558,5,30,34278
104,436,608,35,452,537,510,324,37,16,23688
479,522,362,136,799,999,832,840,81,18,47293
120,425,678,67,634,948,935,557,27,15,33324
158,906,297,85,599,766,702,582,93,22,38151
283,562,257,24,527,664,590,483,35,22,28373
340,573,308,50,651,768,616,578,60,15,34194
327,927,386,106,725,994,870,736,45,10,43634
300,766,351,100,575,754,830,568,15,7,35619
277,522,425,72,758,996,899,715,18,6,36704
103,482,459,89,505,665,777,478,8,19,28328
389,705,670,126,559,569,591,566,33,6,37449
151,486,505,142,362,455,559,503,19,7,29028
112,402,375,36,480,707,653,402,40,27,25821
483,943,381,66,590,560,538,666,38,24,38142
191,754,515,63,482,710,631,527,60,15,33694
281,599,553,80,418,525,513,471,81,5,32932
487,658,514,37,740,747,794,712,60,18,40139
480,910,467,113,774,924,764,835,29,20,45886
416,733,604,103,714,919,797,747,90,16,46270
116,609,519,117,412,535,596,401,89,11,32520
336,463,260,58,583,632,667,521,35,29,30910
157,784,655,84,615,854,943,590,83,17,40370
206,551,460,39,419,479,456,414,55,25,26954
166,429,236,40,642,833,854,547,36,6,29515
437,839,513,79,789,864,710,704,100,17,45395
265,957,200,144,560,640,648,551,49,6,37685
103,996,272,94,437,562,656,390,80,26,33578
316,912,608,96,505,642,607,587,35,5,37092
123,549,492,91,585,738,615,464,26,30,30421
188,401,588,83,650,966,797,560,24,6,33363
338,854,370,117,676,877,718,758,50,22,42610
324,563,282,121,678,819,729,729,68,14,40000
102,761,682,98,451,582,690,449,81,5,34338
131,990,668,107,682,971,1055,648,28,16,41781
315,634,683,55,658,865,822,570,87,21,40003
100,714,314,21,694,977,817,509,16,28,30380
177,644,297,117,555,810,654,633,9,24,33364
209,932,318,63,470,484,429,379,66,15,30441
264,446,673,75,697,984,986,694,2,18,36741
330,796,696,48,520,498,586,497,54,8,33854
212,974,293,136,544,666,709,557,31,18,36995
